lead_time,no_of_special_requests,avg_price_per_room,no_of_weekend_nights,no_of_week_nights,temperature_max,market_segment_type,windspeed_max,arrival_month,arrival_date,booking_status
57.71690229802435,0.0,132.67393965889042,1.0,4.57535344703653,26.8,4,22.421481319566972,5.8584511490121765,27.858451149012176,0
48.55193823719149,0.0,112.61124954063762,1.289612352561702,3.289612352561702,14.089612352561703,4,26.00986070770383,4.0,5.737674115370211,0
50.322261173651434,0.0,159.3,1.661130586825717,1.0,24.5,4,13.8,5.0,7.0,0
151.30780149135018,0.04397164162145484,136.1894751937619,1.9120567167570903,4.912056716757091,32.361560298270035,4,23.627375821946977,8.0,3.9560283583785454,0
51.16340622086905,1.6731875582619022,140.43795170778833,1.163406220869049,4.673187558261902,19.928078226958327,4,13.486306127650007,10.0,17.980437325214293,0
27.497486532582364,0.0,163.3547495533388,1.2487432662911822,3.5025134674176357,20.416831230892686,4,15.0263824070797,8.75628366854409,3.746229798873547,0
120.16113537745521,0.4322270754910422,111.97359039915119,1.4322270754910422,3.432227075491042,25.04398252823225,4,10.420471622749837,5.567772924508958,20.864454150982084,0
243.9847951745311,0.6641325290885152,155.74024964408557,0.6641325290885152,4.324463851809803,11.95487350274762,4,15.447651210649889,9.996198793632772,29.335867470911484,0
91.1411624262955,0.0,149.4,1.1411624262954934,2.8588375737045064,24.749940311755847,4,16.49300156692938,9.0,8.141162426295493,0
131.0,0.0,94.5,2.0,1.0,25.5,3,21.7,8.0,15.0,0
126.80311601399278,0.0,94.5,1.0,3.0,28.5,4,11.8,8.0,1.0,0
78.00721774630001,0.5985564507399962,94.68389758300201,0.0,3.0,10.921876614038005,4,12.309383070190023,7.7884516059199695,3.0,0
54.410912640680095,0.0,125.63017862338792,0.0,1.7648478932199834,17.588121685424014,4,16.43539352525399,5.0,18.235152106780017,0
26.169647325626805,0.08482366281340226,111.82925369489571,0.1696473256268045,2.8303526743731955,19.538835040654536,4,19.047777017534948,6.2544709884402065,13.830352674373195,0
129.8944799594436,0.0,105.3,0.0,2.0,23.81141030657186,4,16.267485685316856,5.0,5.586502862936628,0
144.57641417312092,1.1528283462418423,111.83115264696806,1.5764141731209211,4.152828346241842,13.135858268790788,4,32.329242519362765,9.576414173120922,25.458485038725527,0
172.89211868102905,0.2973728936763479,104.4120287477683,0.5947457873526958,3.5947457873526956,29.2,2,20.1,8.0,16.0,0
64.88554400221055,0.9427720011052766,118.42229520729482,1.0572279988947235,2.0,20.7,4,16.8,4.0,8.0,0
17.73293905976064,0.0,98.46587811952128,1.4658781195212796,0.2670609402393602,18.079526871712766,4,22.38575983744947,5.198817179281919,11.732939059760639,0
181.55985579346208,1.0,120.0,0.0,1.4401442065379368,25.176057682615173,3,25.73168274561654,10.0,11.559855793462063,0
320.36778594841843,0.0,78.97986621776151,0.7959732435523011,3.0,19.587381943844353,3,18.103488969635148,6.020133782238494,17.571812704866108,0
184.46429002876346,0.3903064306259615,183.46398239008371,1.0,3.438774277496154,26.31250151006721,4,12.324746654567981,8.0,17.73214501438173,0
130.11530924828836,0.22117268792790945,132.61517108029727,1.1105863439639547,1.1105863439639547,20.389413656036044,4,13.187052203873842,9.557654624144181,17.0,0
181.62773273556226,1.0,120.66151187507579,0.6277327355622657,3.3722672644377343,21.757651659574343,4,15.597064574467929,8.138663677811328,7.861336322188672,0
102.49397027677861,0.1867462845973269,71.23824846134471,1.0,3.0,24.4,4,16.8,4.0,18.0,0
16.42848846145117,0.0,221.0,0.0,2.020431868156808,16.52247505497249,4,19.75306478022352,4.5102159340784045,3.020431868156808,0
101.70896732339561,0.5291032676604385,76.87194562229408,1.058206535320877,1.5291032676604384,8.576192940894394,4,19.36350274387571,11.0,26.058206535320878,0
118.6093562910752,0.0,71.72386428945619,1.3713899133250456,4.866576464425106,20.518983188875076,3,18.453369414229957,7.8762033622249845,24.866576464425105,0
222.83755153388805,0.9249885480248763,68.66817739278619,0.9249885480248763,3.0,11.591256298586318,4,38.08251259717264,12.0,8.462494274012439,0
33.16167273329232,1.4411151555282116,99.97275272998154,1.4411151555282116,4.0,24.43512243547899,4,9.529546657837935,8.0,28.558884844471788,0
82.76903365178397,0.0,123.94632139598363,1.2309663482160316,2.538067303567937,27.723609140183285,4,13.060907685708699,7.0,19.385798089296188,0
20.377244369946993,0.12574812331566387,117.4263466219682,1.7485037533686723,2.0,15.975448873989398,4,15.46167706435277,9.125748123315663,23.497007506737344,0
15.828989145581772,0.1710108544182284,110.12862069013312,0.0,2.8289891455817715,11.015956582327085,4,16.45651628162734,3.0,3.1710108544182285,0
4.018920073817994,0.0,101.0,0.42586856088314373,0.5741314391168563,7.861197158675284,4,19.53722060517394,3.0,21.574131439116858,0
28.56151934478084,0.0,74.8,0.187173114926947,4.625653770146106,9.7443710816388,4,24.95287658864287,11.812826885073052,19.43848065521916,0
111.13347979942813,2.0,130.52140070773694,2.0,1.7733040401143754,22.2,3,11.9,10.0,9.0,0
54.47437263997462,0.0,82.15376416015229,1.051254720050762,2.0512547200507623,26.219300463870557,2,12.657688208007615,7.525627360025381,9.102509440101525,0
45.94656892832956,1.0,125.25801466075056,0.0,2.0,27.030539606828434,4,12.273284464164783,9.351143690556812,7.595425237772751,0
40.63890035937354,0.0,102.90144062077464,2.0,3.5556014374941327,26.65002064687236,4,16.847230251561474,6.0,26.638900359373533,0
166.14778579327702,1.0,105.14994850191623,2.0,5.0,17.594078247564216,4,16.594593228401997,5.738928966385103,20.034500552939143,0
38.0,0.0,135.9,1.4462260457055618,0.8924520914111238,24.890848650276116,4,10.233867813711669,8.0,17.67735627423337,0
41.56426429773747,0.7178678511312636,97.25360355339379,1.2821321488687363,1.0,26.792162132036275,4,16.902507495791884,6.0,26.717867851131263,0
252.97038516250686,1.1029614837493154,100.1043731808763,0.8970385162506845,2.7940770325013693,17.8,4,18.9,9.0,29.0,0
142.39303329583743,0.19651664791871593,142.3041075759292,1.0,4.901741676040642,24.79079839145198,4,20.438185877391017,9.098258323959358,19.901741676040643,0
17.0,0.0,83.2,2.0,3.0,9.0,4,21.2,11.0,27.0,0
148.71470757887832,1.0,144.4756940821865,1.9049025262927706,4.904902526292771,24.609657399978133,4,14.614116968448675,6.190194947414459,4.095097473707229,0
152.0,0.0,91.09826077965641,1.0248758820146056,2.074627646043816,23.087065587051118,4,21.695024823597077,8.0,25.925372353956185,0
268.4355735135335,0.0,0.0,0.0,0.37683556101616567,18.01174759050346,4,24.43278209662819,9.376835561016165,15.130506683048496,0
203.89579885750885,0.0,59.94841563120047,0.8957988575088416,2.104201142491158,18.68302994607781,4,25.379325255459328,10.208402284982316,1.8957988575088416,0
355.4297205623792,0.7253631201830171,81.2956425578038,1.4507262403660341,2.725363120183017,23.352178721098102,3,24.15718425036092,9.725363120183017,13.725363120183017,0
80.0,0.0,168.3,0.7269185496786816,1.7269185496786816,25.13381355768651,4,18.2015583814138,9.0,10.634592748393409,0
50.092133144754335,0.0,64.88483356905708,2.0,4.486888574590557,13.494755429836221,4,17.246066572377167,3.0,7.789510859672445,0
239.67388030908154,1.0,94.22587660893103,0.3876866151530778,2.7753732303061556,28.136604568790847,4,16.228619369392845,8.0,20.163059845459234,0
75.0,0.0,135.08425008365785,1.1233344487712924,2.1233344487712924,13.916330767826027,4,18.937171072646603,6.629996653686122,25.055005019470816,0
112.18020450906003,0.0,110.3782944437429,1.0,3.0,26.362184058154025,4,12.788918894507368,7.273265163646657,17.180204509060026,0
119.36616164665935,0.8949106425646658,56.51972605408968,0.21017871487066841,3.6847319276939974,27.1108391566164,4,10.871581224967544,8.0,24.844017068211322,0
93.30320250022855,0.6741993749428606,133.22033831234572,1.3483987498857213,2.6741993749428605,24.483238624874293,4,17.182864187882835,8.0,21.954803750342837,0
17.0,0.0,83.2,2.0,3.0,9.0,4,21.2,11.0,27.0,0
42.201954292918494,0.0,174.74953339060076,0.9326819023605022,2.8653638047210044,14.496091414163013,4,19.435505126287463,4.5385447811159825,25.336590488197487,0
178.0,0.2644928733474785,94.62,0.0,3.0,26.5,4,21.5,8.0,23.0,0
25.800845637374735,0.0,118.15,1.0,0.0,26.1,3,19.8,9.0,19.0,0
230.53980367316578,0.0,96.41695746251925,0.0899672788609609,3.0,19.316957462519248,3,15.894111251872733,10.0,18.82006544227808,0
58.05631381533684,0.0,70.91900284283496,0.4366162593338344,3.4366162593338343,9.080277885267217,4,21.433788289202106,3.0,4.183081296669172,0
154.4550498499226,2.0,151.2,1.113762462480652,2.772475075038696,20.693396186217107,4,12.697613783767414,10.0,16.089900300154785,0
178.30612057943685,0.2775517682252615,114.50816382616894,0.8612241158873692,0.41632765233789226,28.703263698315688,4,15.61959135065358,7.861224115887369,21.86122411588737,0
279.0999085582135,0.6999695194045034,92.18403901516223,0.30003048059549664,3.0,11.600213364168477,4,12.40009144178649,10.699969519404503,17.200121922381985,0
80.0,0.0,168.3,0.28165300968446383,1.2816530096844638,21.92790166972814,4,20.160726757388357,9.0,8.408265048422319,0
42.18728146900357,0.0,189.8109506111847,0.3957604896678577,3.0,24.137805943394998,4,10.864663461365357,5.978802448339288,18.625437061992855,0
49.549764161581955,0.1832547205273185,110.20521225457624,0.366509441054637,2.4502358384180445,20.80205186941614,4,19.934599074689324,9.18325472052732,5.266981117890726,0
46.761349656202896,0.0,69.30534941464575,0.4773006875942152,1.7159510313913229,7.6442329028376435,4,19.274969243646364,3.0,17.238650343797108,0
57.26248445471648,0.0,118.09129197226551,0.0,2.2624844547164766,22.810111926041365,4,21.375031090567045,4.262484454716477,20.687577726417615,0
145.7734475100701,1.5093790040280401,85.37734475100702,0.49062099597195985,1.7359314939579398,9.330158452215422,4,16.115152045770557,10.490620995971959,24.5468950201402,0
23.0,1.0,98.67980872180122,2.0,3.068416939786065,10.6,4,27.0,10.0,30.0,0
236.00823624159196,1.0082362415919601,84.48370029517959,0.008236241591960125,3.99176375840804,24.46705503363216,4,6.651064697870153,9.00823624159196,26.9176375840804,0
3.9622357355182736,0.0,77.73259050333463,1.7594410661204316,4.639161599180648,23.147413119426453,2,24.766295251667316,8.0,17.120279466939785,0
7.398099633856835,0.19972851912240497,87.28267598738522,0.39945703824480994,2.599185557367215,28.94035292514087,4,13.260732998369507,7.199728519122405,20.59782815297924,0
125.1581470307307,0.9472843230897678,137.71107029215113,1.0,1.1581470307306967,24.920606912375767,4,15.200319572258882,8.0,20.210862707640928,0
88.28846357586241,0.0,92.78134397382723,1.6576927151724803,3.973078145517441,16.7,4,18.6,4.0,15.0,0
353.2754269393877,1.0,109.40351773893252,1.1192964522134954,2.0,22.301924534029812,3,11.442110643359515,9.0,14.678944678320242,0
256.0,0.29287938605561903,110.75727631633372,0.0,2.0,22.0,3,11.8,6.0,15.0,0
68.35067620589304,0.5876690514732603,112.6970342026555,1.0,2.236992845580219,5.152601430883957,4,9.728902146325934,11.41233094852674,23.0616547426337,0
21.95381798912047,0.6820606702931772,161.77442469205224,0.6820606702931772,0.6358786594136456,24.065188289876335,4,19.354884938410446,8.046182010879532,19.95381798912047,0
66.44616908413218,0.4461690841321765,95.10931305431376,0.0,1.4461690841321766,20.703104351437915,4,20.329194198082774,9.0,6.553830915867824,0
161.80787934691134,0.7307068843628862,100.69220170341691,2.0,3.538586231274228,29.027415613533197,4,15.758122497896085,7.0,29.922827537451546,0
250.83066021639004,0.0,79.0639313888807,1.9576650540975078,4.915330108195016,9.013726238029035,4,10.923797097375514,12.0,30.78832527048754,0
385.89920625269866,1.0,115.0,1.9776013894885918,0.022398610511408235,17.089594442045634,3,17.119832566236035,10.0,22.89920625269866,0
106.16773224370843,0.4580669390728913,81.56707411966846,2.0,2.541933060927109,16.7,4,18.6,4.0,15.0,0
78.34081691098243,0.0,82.45,1.8681633821964858,4.0,10.2,4,30.2,3.0,30.0,0
138.33565570853528,1.0,120.12197111924753,2.0,3.6573771658588576,21.6,4,11.3,5.0,21.0,0
156.78594754377258,1.5718950875451316,158.9808806833484,0.7859475437725658,3.0,24.21470557879062,4,14.14918359679602,9.214052456227435,5.214052456227434,0
179.70144667961299,0.8657022135913419,237.44731790292553,0.0,1.4328511067956708,24.491012675729092,4,19.652067603888487,8.701446679612987,14.895659961161039,0
12.790683747497075,0.19767093687426895,140.0,1.0,3.406987189377193,9.606987189377193,4,29.03374147244181,4.383696558119883,29.802329063125732,0
161.74241792874562,1.0,125.27454090869685,1.5484835857491244,2.9030328285017513,16.019692550121935,4,19.832122979951226,9.451516414250875,28.1939343429965,0
60.23210691876914,0.0,142.78665565966165,1.0,1.0,9.5,4,42.2,4.0,30.0,0
9.884465736062598,0.02310685278748026,128.8844657360626,0.0,1.0,24.451475609146293,4,19.230038908623722,9.0,3.0462137055749605,0
75.79547344757322,0.0,78.15,1.8977367237866056,1.0,2.9,4,17.3,3.0,19.0,0
32.86277532454593,0.0,142.914746688137,1.95425844151531,2.1372246754540702,12.13012480494033,4,15.574449350908141,4.86277532454593,1.04574155848469,0
143.28457243722187,0.0,96.81223038699937,1.7154275627781284,2.4268586558328074,23.498001765138277,4,21.671542756277812,8.0,25.573141344167194,0
6.291521746863165,0.2915217468631648,198.25110437782908,1.4169565062736704,3.7084782531368354,23.028456559629507,4,13.254934741625227,4.708478253136835,20.0,0
275.93207379577717,0.0,61.12226716760109,1.9320737957771739,2.8641475915543477,14.913225144339675,3,17.948673044375543,5.067926204222826,12.388664161994564,0
164.21632070447038,1.7836792955296357,104.66726193942418,0.21632070447036433,2.0,30.0,4,17.6,8.0,5.0,0
82.03550500563733,0.4911237485906653,69.36786710501643,2.0,3.5443812570466733,12.926628754228005,4,12.285797997745064,7.437866240134657,12.0,0
15.60538720953697,0.0,134.29392368633356,0.9297418603086873,4.324354650771719,4.382199766956931,4,18.128103255876525,2.4648709301543437,6.675645349228281,0
151.61264247551895,0.0484196905601304,101.06768652604778,2.0,3.096839381120261,26.245259071680394,4,13.512844556991766,7.0,22.04841969056013,0
259.72417726510366,1.8896709060414747,100.6144379177818,1.9448354530207372,3.8896709060414745,15.056572177853916,3,19.664086010063134,10.055164546979263,7.0,0
31.338825927627397,0.0,110.09752833256768,0.7796086425424651,2.779608642542465,15.569412963813697,4,16.25561271950904,4.0,13.55921728508493,0
301.0315274519102,1.0,158.4,2.0,2.2042036602546995,26.209911215388722,4,15.171770248713159,7.602101830127349,17.581083528853853,0
106.54503968260698,0.0,102.84321428607774,1.0,2.635119047820967,27.30136904739694,4,13.172519841303496,7.0,14.364880952179034,0
89.50675025970105,0.0,96.66033199074653,0.0,3.643821465671579,18.863032094626945,4,20.436967905373052,4.0,6.356178534328421,0
210.94708754697555,0.10582490604888917,99.80422392380956,0.0,2.1058249060488894,21.473010112741335,4,14.874077434234223,5.264562265122223,19.947087546975556,0
22.588364754301256,0.0,119.0,0.39709118857531445,0.6029088114246856,20.30145440571234,4,13.455707581693302,7.191273565725943,24.191273565725943,0
55.579072527685994,0.5790725276859945,192.94256835243817,1.158145055371989,1.2627824169420165,20.252080878181623,4,23.617241321157536,10.579072527685994,6.0,0
59.768098878231086,0.0,96.83925841326686,1.7680988782310851,1.4638022435378297,25.91742201918405,4,16.562330785238238,6.0,26.231901121768914,0
91.04669781788512,0.0,86.00433643315922,1.0,0.0,25.584056072193203,4,16.432688472519576,6.0,26.046697817885114,0
163.0,0.0,115.0,0.1096228404809112,1.0,25.5,3,21.3,10.0,15.0,0
134.11758844693207,1.313735258844654,149.9998505396768,0.6862647411553461,2.313735258844654,17.662747051768932,4,19.105879422346604,9.0,29.686264741155345,0
10.885178046648917,0.0,81.65553413994675,1.0,0.8851780466489174,10.145928781340432,4,20.232569749276536,3.0,6.442589023324459,0
203.2292798871714,0.0,67.0701002115536,0.0,3.114639943585707,10.983423909737132,4,29.99295175741854,12.0,1.687839661514241,0
115.51077298972788,0.0,93.2916981340782,1.836924329909292,2.0,17.016307567009072,4,16.510772989727876,10.0,23.16307567009071,0
182.91710450143222,0.0,98.22434324785168,0.027631832855930627,1.0552636657118613,25.375131350429662,4,24.422630868003395,10.0,10.972368167144069,0
28.332018475801807,0.0,150.29219547309583,4.335963048396386,9.169953810495482,6.833596304839639,4,22.634385219358553,2.0,1.1660092379009035,0
55.56114005115187,0.0,69.21942997442406,0.0,2.8597149872120333,9.371567570333816,4,19.333458475702866,3.0,2.9819950895157676,0
163.7731282252623,0.11343588736884791,115.03960198564488,2.0,0.5671794368442393,22.08358971842212,4,18.641189757683613,7.113435887368848,10.45374354947539,0
204.97250098930226,1.7297726373361573,127.29566366154587,1.7297726373361573,3.4595452746723145,20.73770482425791,3,19.583659351725146,8.0,24.540454725327685,0
385.17664868746346,0.1646702625073051,88.11452549429136,1.835329737492695,0.3293405250146102,16.4071870549737,4,18.92664207133547,10.32934052501461,23.0,0
22.56581799285947,0.4341820071405319,154.0,1.1316359857189362,2.434182007140532,8.143418200714052,4,17.51709100357027,11.0,21.526543942875744,0
116.31265631435522,0.0,105.3,0.31265631435521946,2.6873436856447803,22.82556273167879,4,17.6367184282239,5.0,5.31265631435522,0
1.0,0.0,61.782330989115835,2.0,1.1782330989115835,-0.2,3,26.6,2.0,28.0,0
187.5775465982333,0.2816356011777832,129.81693685923443,0.0,2.0,21.225502096761097,4,12.180208061590008,6.563271202355566,15.704089002944457,0
72.19295446698554,0.0,85.8595034926604,2.0,2.5964772334927706,25.29647723349277,3,20.110568299521688,6.9823861674638525,19.61409106602892,0
386.0,1.0,115.0,2.0,0.0,17.0,3,17.0,10.0,23.0,0
227.49033997558013,0.16988667480662,121.9182472089535,1.83011332519338,4.66022665038676,8.236308716320382,4,24.333977334961325,10.0,29.33977334961324,0
291.3830656760858,0.0,113.85080297174267,0.0,2.0,26.48064237739413,3,15.733868647828443,7.616934323914221,19.766131352171556,0
39.770298922026896,0.12838315367114983,118.76016712959671,2.0,1.0,27.766898099772497,4,11.83379619954499,7.0,2.87161684632885,0
12.547485158041457,0.3631287104896359,103.54748515804145,0.3631287104896359,2.5474851580414564,7.139663381817367,4,14.513968297063979,11.0,17.452514841958543,0
61.04839643750021,0.0,78.03139977187382,1.0,2.096792875000424,7.796792875000424,4,17.99521826875129,3.0,4.145189312500635,0
89.78523559683354,1.0,89.69114109827963,1.892617798416775,4.946308899208388,7.367785339525033,4,26.829531404537875,3.0,20.161073302374838,0
21.159189274458768,0.14489865930734602,70.08331362777476,1.0,0.0,27.182851261818293,4,15.363675709783507,9.0,10.420405362770616,0
90.93613247886412,0.8226887464773551,89.03897300590727,0.0,4.0,17.741849002818117,3,20.077311253522645,4.822688746477355,4.35462250704529,0
284.1760444219913,1.0,93.38817513036219,0.2746518593362217,3.2746518593362217,24.189777014958146,4,15.227827427240989,7.137325929668111,21.549303718672444,0
156.5710436756989,0.3927609189247192,117.47650347402801,0.7855218378494384,2.0,17.539814945914046,3,18.50361954053764,5.607239081075281,13.607239081075281,0
35.978130088584955,0.0,109.7527609913435,0.0,4.0,20.4,4,12.7,8.0,30.0,0
121.35676908176778,0.0,105.98578312348961,0.726128180294629,2.0,11.9,4,22.4,4.0,29.0,0
153.41422604082663,1.19525798639112,126.94023710068045,1.19525798639112,4.19525798639112,21.58047420136089,4,16.749721127898205,7.390515972782239,4.40237100680444,0
108.20440420424019,0.0,105.75165157659006,1.0,3.799265965959968,26.06095424425204,4,13.480293613616013,7.0,14.00367017020016,0
208.59983414872022,0.2667772341865191,110.54299886658578,1.0,3.1333886170932597,17.30646211675494,4,19.12676064905854,9.13338861709326,28.59983414872022,0
121.88945863558327,0.0,97.54,1.0,2.0,31.1,4,11.3,7.0,25.0,0
61.15581469285534,0.07790734642766839,74.8,0.07790734642766839,3.9220926535723315,9.398720449644031,4,11.990816282494311,11.0,16.07790734642767,0
127.00459347129033,0.24885163217741735,121.5041341241613,1.2488516321774172,3.253445103467748,25.043798813758052,4,16.35528249198388,7.751148367822583,16.751148367822584,0
78.76933880233423,0.0,117.85164541431088,0.0,3.0,22.02058124147835,4,17.228176319377535,8.359118403112314,3.9488980038903922,0
179.0,1.538373579991856,112.91546377800734,0.23081321000407196,1.538373579991856,33.5305273449776,4,19.645933949979643,7.230813210004072,25.84593394997964,0
153.2865630839199,1.142291277386723,185.180554548161,2.855728193466808,7.140310748240254,27.543677647789252,4,19.871541744522656,7.428854361306638,23.996038941707063,0
90.79227873654563,0.24154425269087343,89.63358382283474,1.0,2.7584557473091267,14.730919023116389,4,18.112572530087537,3.7584557473091267,25.0,0
2.884591026176393,0.37180299127453575,140.74360598254907,0.6281970087254642,0.7436059825490715,16.911540897382363,4,23.46793491483329,9.628197008725465,4.60262093892175,0
277.0,0.0,90.90023546764107,1.2440945724926022,3.0,16.5,4,14.5,10.0,20.0,0
0.0,0.7290134212929686,133.0,0.0,1.2709865787070314,22.616789262965625,4,18.277910054602344,9.0,4.729013421292969,0
11.259016876471804,1.0,82.22006642551196,0.8393445843145366,2.6786891686290732,28.82852433254837,4,10.867868916862907,8.0,27.58032770784273,0
157.9627542086524,0.9813771043261948,91.04963249185487,1.0,2.9441313129785844,30.79943636336145,4,16.20372457913476,6.0,29.92550841730478,0
134.95154445307568,0.0,119.96016975637227,1.301029635383798,6.252574088459495,27.443609992231874,4,21.01072074476866,8.0,20.553603723843292,0
163.92172742053106,0.0,77.0619161361161,0.0,3.156545158937868,20.416599024494964,4,19.011335964566122,8.0,23.921727420531067,0
4.93296254856708,0.9329625485670795,123.79888764570124,0.0,1.0,22.560889883439007,4,20.084367801115892,8.798887645701239,5.268149805731682,0
107.51629410587051,2.0,88.0086291348997,0.24185294706474614,3.0,10.949744135900712,4,28.821438201730945,4.692970629453223,30.241852947064746,0
296.3857694527041,0.0,75.19288472635205,0.20177881841198664,2.0,16.786047982600756,3,19.732351080828458,5.201778818411986,11.412451728883907,0
265.33074505144566,1.5669254948554348,154.0523017244973,2.0,2.7322980205782605,10.52594749803989,4,17.193649477461634,10.86614901028913,23.73229802057826,0
16.58762363615174,0.0,102.04443165085485,1.0,2.0,24.0,4,13.1,5.0,30.0,0
60.39900581891809,1.0,140.22662387792155,1.5498757273647612,1.0,22.6,4,21.9,8.0,27.0,0
206.2329111520121,0.7443037173373661,104.61468304749167,0.0,3.744303717337366,18.6483547589168,3,19.721012602136156,5.0,4.255696282662634,0
273.0,0.0,109.0,0.0,2.0,29.0,3,17.4,7.0,17.0,0
10.0,0.0,119.11390037785642,0.0,1.227800755712856,19.17605826186043,4,18.221618413003,5.772199244287144,14.911203022851424,0
10.800649871055313,0.0,89.80064987105531,0.1993501289446863,2.4019496131659412,19.68006498710553,2,17.922534497115723,5.601299742110627,14.598050386834059,0
1.7017247770253823,0.0,77.12715597128172,0.8508623885126911,1.8508623885126911,27.163577985640867,2,17.939398181414724,7.425431194256346,22.425431194256344,0
122.02197862805686,0.0,125.5494513615962,1.5109893140284298,5.2664839710426445,28.75604274388628,4,22.613187176834117,6.244505342985785,27.755494657014214,0
209.1847855444577,0.0,73.85731048344375,1.2101429703615336,4.210142970361534,22.07391421778308,4,12.682249801867318,5.0,24.94928514819233,0
154.4431464495027,2.0,170.820383201036,2.0,3.754517159602173,22.76408100586076,4,20.728162011721523,7.688629289900543,12.06588786970163,0
115.0,0.0,63.69127618475522,2.0,4.87069459707223,-2.2,3,21.4,2.0,27.0,0
135.44430603787282,0.0,132.11677047159537,0.0,4.0,23.322526716679803,4,20.200124565914464,8.0,23.481435345957607,0
101.04439526496932,0.088790529938654,78.59744827529448,1.044395264969327,2.044395264969327,3.2308553778405003,4,17.608879052993867,3.355162119754616,17.955604735030672,0
169.09480550425127,0.0,159.95688330255078,1.1824675840418792,1.1824675840418792,22.65136266160848,4,20.621104128188456,9.182467584041879,20.82467584041879,0
43.06064702656075,0.0,88.2327493943428,0.02021567552025072,3.0202156755202507,8.465633351615574,3,20.922237243072274,2.9898921622398746,22.0,0
166.40687906262468,0.0,132.36191156362202,0.5931209373753291,0.8137581252493418,22.810905063422563,4,26.579949281611544,7.593120937375329,29.0,0
107.08770922505235,0.0,52.389821136517796,0.0,2.0109636531315433,28.952856291534363,4,17.49428741693127,7.0,17.142527490710062,0
239.52813375595852,0.16979263955094737,87.42161871809152,1.6604147208981053,1.509377918652842,10.303652157081157,4,11.050937791865284,11.660414720898105,29.981244162694317,0
57.13537628850587,0.6525268777504188,66.95758063325125,1.3050537555008377,5.262634388752094,23.662634388752092,3,12.830505375550084,7.347473122249581,20.212096833743715,0
38.26712749975755,0.6120793182038592,169.58536656822812,2.0,0.6120793182038592,15.827644181941611,4,13.21893031810688,8.060396591019297,5.284555227427014,0
148.96989392580238,1.212135280414456,202.11815649525397,1.212135280414456,3.787864719585544,20.6425199068183,4,16.306067640207228,10.0,17.727188317513264,0
121.25388401096107,0.5077680219221363,78.36218276382849,1.0,2.2538840109610683,13.4,4,10.6,11.0,14.0,0
219.7091042533586,0.23636808445286595,102.85,1.236368084452866,3.0,18.327263831094267,4,17.380039143185222,10.0,2.7636319155471343,0
62.06395206457101,0.3120159784763302,137.7,0.6879840215236698,2.3759680430473393,30.47596804304734,4,11.92403195695266,7.0,21.879840215236698,0
12.645628995427687,0.0,86.0749722773871,1.3228144977138432,3.6140724885692164,9.054371004572314,4,21.830831563945555,3.0,6.03155650685847,0
4.545488148056962,0.454511851943038,128.67729658512044,0.909023703886076,5.0,7.3637203701424045,4,20.627292888834177,2.545488148056962,17.454881480569618,0
40.29454761699665,0.8527261915016733,101.48432238558756,0.29454761699665344,3.7054523830033466,6.888364285098996,4,21.316189278638454,3.0,22.55817857450502,0
61.357693510306746,0.0,140.4,1.4525645034355827,1.5474354965644173,26.618974198625768,4,17.20217904622086,5.0,27.452564503435582,0
46.287184037333844,0.0,140.61384478879984,0.881197339555641,2.8811973395556407,21.43863414702241,4,16.564359201866694,6.0,16.11880266044436,0
254.15761724034923,0.5788086201746092,86.77603598562743,0.0,4.0,21.883183789292108,3,23.83589861718734,7.894043100873046,8.630468961396874,0
49.48129988057374,0.0,107.03267957006544,1.160433293524578,1.0,26.0,4,21.9,7.0,9.0,0
126.18050673051938,1.0,82.06272882150952,0.4097466347403056,2.180506730519389,3.5604679329546416,4,8.07851860600658,12.0,26.590253365259695,0
116.0,0.0,105.99075616716848,0.0,2.6162465737952862,22.2372547966866,4,18.16386574924727,5.0,5.383753426204714,0
81.51336253181262,0.5811062446978964,160.55668126590632,0.0,2.4188937553021037,16.50391565416157,4,18.786451257422947,4.581106244697897,10.486637468187379,0
72.98803334168588,0.0,74.8,1.0,3.0,10.1,4,23.0,12.0,19.0,0
111.59456534078554,0.0,142.02366839496977,0.0,1.797282670392768,23.74258146312687,4,12.346657457537718,6.0,2.601358664803616,0
137.95704351612855,0.23926087903214066,90.95,0.23926087903214066,4.0,26.64448042862911,4,22.38651301129072,6.0,27.76073912096786,0
66.0,0.0,125.62496220253749,0.0,2.58329133615277,29.2,4,16.42526458223755,7.4167086638472295,17.74987400845831,0
180.92723762376036,2.0,91.56795861387978,0.07276237623962711,2.0,8.9,3,33.6,10.0,28.0,0
2.0987690513987514,0.0,204.446893312167,1.0987690513987514,1.6913833597912586,17.356799533636753,4,17.166676438776626,9.407385691607493,9.703692845803745,0
166.088584269471,1.168166934134568,167.80352905299281,0.415916532932716,2.336333868269136,26.382283146105802,4,14.0,7.0,4.584083467067284,0
118.13767037377924,0.0,106.10926092721643,0.0,3.305381481968464,20.4479359239293,4,19.413767037377923,5.0,4.694618518031536,0
56.180987584484456,0.9255443258622235,79.2,0.9255443258622235,1.9255443258622233,5.362772162931112,4,10.032989893276001,11.0,21.074455674137777,0
42.745765167718375,0.6242941946197295,122.08277110395218,2.0,1.3757058053802704,28.9,4,14.1,7.0,2.0,0
18.7578581220721,1.0,144.5157162441442,1.0,1.9685675117115995,23.48614736153166,4,14.53806682626113,9.0,5.4842837558558,0
